experiment,detector,point_index,point,sweep_value,power_uw,detection_efficiency,photons_per_bright_dwell,contrast,switching_ratio,p_bright_stationary,gamma_tot_khz,horizon_us,target_fidelity,t_threshold_us,t_adaptive_count_us,t_fixed_count_mmpp_us,t_adaptive_mmpp_us,speedup_mmpp,speedup_mmpp_ci_low,speedup_mmpp_ci_high,speedup_count,speedup_count_ci_low,speedup_count_ci_high,speedup_fixed_count_mmpp,speedup_fixed_count_mmpp_ci_low,speedup_fixed_count_mmpp_ci_high
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.76,10.48008389504861,8.804303046714557,8.804303046714557,8.836084726122445,1.1860551612940005,1.173411865218593,1.1997639970071574,1.1903365705885594,1.1788309206148806,1.2294451231204098,1.1903365705885594,1.1788309206148806,1.2294451231204098
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.77,11.092472690368036,9.253045418370709,9.253045418370709,9.512156301771064,1.1661365034868838,1.1834025537927484,1.2097898372852953,1.1987915533566262,1.188542752409557,1.2219089877362588,1.1987915533566262,1.188542752409557,1.2219089877362588
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.78,11.79899859053448,11.615540709973622,11.615540709973622,10.969565825832383,1.0756121780817298,1.19485552939424,1.2308395202531928,1.015794174816445,1.1937710276828601,1.2319530738118143,1.015794174816445,1.1937710276828601,1.2319530738118143
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.79,12.692743493853094,12.125365687043779,12.125365687043779,10.97223623878085,1.1568055242003623,1.205710344284617,1.2474529934341871,1.0467926346679648,1.1943447534551053,1.2476837733270438,1.0467926346679648,1.1943447534551053,1.2476837733270438
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.8,13.431701389555817,12.657567711703404,12.657567711703404,10.974907301810223,1.2238555661732438,1.2143237940121885,1.2511546437207464,1.0611597500787324,1.1873006636829657,1.2484583612542466,1.0611597500787324,1.1873006636829657,1.2484583612542466
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.81,14.136056623078016,13.213128948972553,13.213128948972553,11.682906439009182,1.209977730873353,1.2215196270250082,1.2551766834497924,1.0698492898744645,1.1769267388523283,1.2432970958039373,1.0698492898744645,1.1769267388523283,1.2432970958039373
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.82,14.986036029054363,13.793074672691699,13.793074672691699,12.014453105415656,1.2473340149206817,1.2324826081034939,1.2668066048773188,1.0864898787740602,1.170476328388504,1.2445942915978985,1.0864898787740602,1.170476328388504,1.2445942915978985
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.83,15.990931171019739,14.398475157638039,14.398475157638039,12.673310814905749,1.2617800829292343,1.2441329095995832,1.2794729364924058,1.1105989346751721,1.1712784875776237,1.2586771328570092,1.1105989346751721,1.1712784875776237,1.2586771328570092
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.84,17.358970106371913,15.030447654689764,15.030447654689764,13.561051813439686,1.2800607464067277,1.2585883270408025,1.303122391456161,1.1549203659916016,1.1774756094526215,1.2904149157319311,1.1549203659916016,1.1774756094526215,1.2904149157319311
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.85,18.92059552683188,15.690158452683582,15.690158452683582,14.495050299837605,1.3053142373051205,1.283431415010675,1.3323087173222963,1.2058893849855148,1.2068270322184855,1.315046137200142,1.2058893849855148,1.2068270322184855,1.315046137200142
