experiment,detector,physics_layer,point_index,point,photons_per_bright_dwell,snr_per_bright_dwell,horizon_us,n_epochs,epoch_dt_us,a_over_c,risk_grid_sprt,risk_exhaustion,risk_exact_sprt,risk_learned,best_boundary_risk,risk_reduction_pct,F_grid_sprt,T_grid_sprt,F_exhaustion,T_exhaustion,F_exact_sprt,T_exact_sprt,F_learned,T_learned,L,offset,learned_cutoff
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,3.299296148196041,0.9214962124726362,0.9214962124726362,0.5266949650651899,0.5,0.5266949650651899,5.068391922426255,0.6704861111111111,1.953125,0.6704861111111111,1.953125,0.5127083333333333,0.1300031506324669,0.5,0.0,0.1,0.0,-1.0
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,5.442677536750615,0.6883675940389562,0.6883675940389562,0.511177548156916,0.5,0.511177548156916,2.1866273660135,0.6704861111111111,1.953125,0.6704861111111111,1.953125,0.5127083333333333,0.1300031506324669,0.5,0.0,0.1,0.0,-1.0
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,8.978502516437212,0.5470473802950957,0.5470473802950957,0.5050558025777029,0.5,0.5050558025777029,1.0010384103893248,0.6704861111111111,1.953125,0.6704861111111111,1.953125,0.5557638888888888,0.546069752881729,0.5,0.0,0.1,0.0,-1.0
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,14.811369384524872,0.46668908315897684,0.46668908315897684,0.4428505831826643,0.4633890404160649,0.4428505831826643,-4.637784845126649,0.7722916666666667,3.5396321614583335,0.7722916666666667,3.5396321614583335,0.7469444444444444,2.8111242615312104,0.6685416666666667,1.9540744357638888,0.229930581914122,-0.2,2.7605272463989423
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,24.43354697993584,0.3663123339247784,0.3663123339247784,0.35008003145030053,0.36788452070487315,0.35008003145030053,-5.085833996532948,0.8340277777777778,4.89501953125,0.8340277777777778,4.89501953125,0.8279861111111111,4.3507874598102045,0.8325,4.896104600694445,0.5286807249936678,-0.5,1.8371772394716648
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,40.30675371883467,0.28792351553273376,0.28792351553273376,0.27851849022751135,0.28172214899456277,0.27851849022751135,-1.1502499401150965,0.8904166666666666,7.188313802083334,0.8904166666666666,7.188313802083334,0.8925000000000001,6.893200166967234,0.8695833333333334,6.0986328125,1.2155986674457397,-0.5,-0.1116293847346701
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,66.4919586454188,0.21769135043080529,0.21769135043080529,0.2111696813779626,0.21933926242017635,0.2111696813779626,-3.868728213683003,0.8904166666666666,7.188313802083334,0.8904166666666666,7.188313802083334,0.8925000000000001,6.893200166967234,0.8922222222222222,7.417941623263889,1.2155986674457397,-0.5,-1.2634712534561834
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,109.68833152242031,0.17511732133655172,0.17511732133655172,0.16775899717145062,0.1678963561102147,0.16775899717145062,-0.08187873144215864,0.8904166666666666,7.188313802083334,0.8904166666666666,7.188313802083334,0.9012500000000001,7.569481759771843,0.9145138888888888,9.039442274305555,1.2155986674457397,-0.5,-0.8925654102064354
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,180.94714484698588,0.14825376466364723,0.14352574017844438,0.13785868529815012,0.13189425363445575,0.13785868529815012,4.326482332828691,0.8948611111111111,7.801513671875,0.91,9.68532986111111,0.910625,8.772984426360049,0.9310416666666667,11.388075086805555,1.4968883209522534,-0.2,0.43373080817634696
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,298.4991090103658,0.12498723263771803,0.12244676305139247,0.11145306899267565,0.11055814427584199,0.11145306899267565,0.8029610354583226,0.91,10.443657769097221,0.91,9.68532986111111,0.9299999999999999,12.373704160058903,0.9359027777777778,13.868543836805557,1.4968883209522534,-0.5,-0.44363215871032763
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,492.41848029892515,0.11120890703118484,0.10394550563290447,0.09512843172040861,0.09037106068647356,0.09512843172040861,5.000998069554438,0.91,10.443657769097221,0.9339583333333333,18.66455078125,0.9299999999999999,12.373704160058903,0.9410416666666667,15.468207465277779,1.4968883209522534,-0.5,-0.3028597312969636
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,812.3171976753961,0.09571731366816123,0.09310219638901296,0.08001475538068557,0.07957990254278857,0.08001475538068557,0.543465809309927,0.9339583333333333,24.106038411458336,0.9390972222222222,26.156141493055557,0.9398611111111111,16.145508169986584,0.9415277777777777,17.146131727430557,2.2698009276097086,-0.5,-0.4315332384989553
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,1340.0375007019181,0.08403074413564157,0.08042174010484313,0.07377104457382445,0.07188190893861016,0.07377104457382445,2.560809117083593,0.9339583333333333,24.106038411458336,0.9390972222222222,26.156141493055557,0.9429166666666666,22.36215886314303,0.9419444444444445,18.52783203125,2.2698009276097086,-0.5,1.0275537799934313
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,2210.590282252042,0.07878188616065879,0.07273497558623324,0.06719925533058448,0.06809854858985058,0.06719925533058448,-1.33824884642257,0.9390972222222222,39.52338324652778,0.9390972222222222,26.156141493055557,0.9429166666666666,22.36215886314303,0.9415972222222222,21.43337673611111,2.795033089798302,0.2,1.1507261893058467
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,3646.6960017368815,0.07174091268885982,0.06807533657637181,0.063215503070677,0.06409621513839162,0.063215503070677,-1.3931900007660345,0.9390972222222222,39.52338324652778,0.9390972222222222,26.156141493055557,0.9429166666666666,22.36215886314303,0.9423611111111111,23.54790581597222,2.795033089798302,0.2,1.0671175192426126
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,6015.765036086199,0.06747274568866568,0.06525071047397771,0.05873840472978925,0.06192834114393692,0.05873840472978925,-5.430750850013963,0.9390972222222222,39.52338324652778,0.9390972222222222,26.156141493055557,0.9456249999999999,26.249217611759327,0.9421527777777778,24.55105251736111,2.795033089798302,0.2,1.0671175192426126
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,9923.895206005807,0.06488542596441005,0.0593192395316368,0.0570200518739732,0.05963335272508376,0.0570200518739732,-4.583126049914025,0.9390972222222222,39.52338324652778,0.9443055555555555,35.972086588541664,0.9456249999999999,26.249217611759327,0.9429166666666666,25.30612521701389,2.795033089798302,0.2,1.0671175192426126
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,16370.934614138043,0.05952862365911276,0.057891758613513075,0.06036371495593006,0.05838440053771242,0.057891758613513075,-0.8509707357280933,0.9443055555555555,62.76909722222222,0.9443055555555555,35.972086588541664,0.9417361111111111,34.376115244593805,0.9431944444444444,25.84716796875,3.4418040269700465,0.5,0.9741608770745502
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,27006.280757397446,0.05801868515667316,0.05702643409943195,0.05953678224112058,0.05791759066731515,0.05702643409943195,-1.5627078598836672,0.9443055555555555,62.76909722222222,0.9443055555555555,35.972086588541664,0.9417361111111111,34.376115244593805,0.9430555555555555,26.28106011284722,3.4418040269700465,0.5,0.9699096342916063
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,44550.85903999113,0.05710337568785498,0.05650188311933624,0.05903550398196119,0.05761573766020522,0.05650188311933624,-1.9713582616643666,0.9443055555555555,62.76909722222222,0.9443055555555555,35.972086588541664,0.9417361111111111,34.376115244593805,0.9429861111111111,26.812879774305554,3.4418040269700465,0.5,0.9699096342916063
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,73493.23881473376,0.05654852433307821,0.0561839056135082,0.05873163416449514,0.05717613347846967,0.0561839056135082,-1.766035760822774,0.9443055555555555,62.76909722222222,0.9443055555555555,35.972086588541664,0.9417361111111111,34.376115244593805,0.9431944444444444,27.234971788194446,3.4418040269700465,0.5,0.9699096342916063
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,121237.97986995146,0.05621217904617199,0.055991150861254814,0.05854743135042997,0.05710241730448585,0.055991150861254814,-1.9847179887134943,0.9443055555555555,62.76909722222222,0.9443055555555555,35.972086588541664,0.9417361111111111,34.376115244593805,0.943125,27.571614583333336,3.4418040269700465,0.5,0.9699096342916063
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,27.43339830432224,12.911749357161563,250.0,128,1.953125,200000.0,0.05600828993055555,0.05587430487738715,0.05843576946511186,0.05708390977647569,0.05587430487738715,-2.1648679151229695,0.9443055555555555,62.76909722222222,0.9443055555555555,35.972086588541664,0.9417361111111111,34.376115244593805,0.9430555555555555,27.89306640625,3.4418040269700465,0.5,0.9699096342916063
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,2.0,3.5620833333333333,3.5620833333333333,1.13935196615383,0.5,1.13935196615383,56.115404646390694,0.5629166666666666,6.25,0.5629166666666666,6.25,0.5143055555555556,1.3073150434187712,0.5,0.0,0.1,0.0,-0.9999999999999999
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,3.299296148196041,2.331426768801325,2.331426768801325,0.8819350317386687,0.5,0.8819350317386687,43.306481542717776,0.5629166666666666,6.25,0.5629166666666666,6.25,0.5143055555555556,1.3073150434187712,0.5,0.0,0.1,0.0,-0.9999999999999999
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,5.442677536750615,1.5854151898135487,1.5854151898135487,0.725891486174619,0.5,0.725891486174619,31.119181100338594,0.5629166666666666,6.25,0.5629166666666666,6.25,0.5143055555555556,1.3073150434187712,0.5,0.0,0.1,0.0,-0.9999999999999999
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,8.978502516437212,1.1331905058331948,1.1331905058331948,0.6312994649949684,0.5,0.6312994649949684,20.79828548500589,0.5629166666666666,6.25,0.5629166666666666,6.25,0.5143055555555556,1.3073150434187712,0.5,0.0,0.1,0.0,-0.9999999999999999
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,14.811369384524872,0.8590564701676686,0.8590564701676686,0.5739587371967859,0.5,0.5739587371967859,12.885723729548982,0.5629166666666666,6.25,0.5629166666666666,6.25,0.5143055555555556,1.3073150434187712,0.5,0.0,0.1,0.0,-0.9999999999999999
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,24.43354697993584,0.6928791866792403,0.6928791866792403,0.5391993671841638,0.5,0.5391993671841638,7.269920843726672,0.5629166666666666,6.25,0.5629166666666666,6.25,0.5143055555555556,1.3073150434187712,0.5,0.0,0.1,0.0,-0.9999999999999999
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,40.30675371883467,0.5921441959271739,0.5921441959271739,0.5181285881747515,0.5,0.5181285881747515,3.4988588911131813,0.5629166666666666,6.25,0.5629166666666666,6.25,0.5143055555555556,1.3073150434187712,0.5,0.0,0.1,0.0,-0.9999999999999999
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,66.4919586454188,0.5310796620221802,0.5310796620221802,0.5053556947678148,0.5,0.5053556947678148,1.0597871604623952,0.5629166666666666,6.25,0.5629166666666666,6.25,0.5143055555555556,1.3073150434187712,0.5,0.0,0.1,0.0,-0.9999999999999999
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,109.68833152242031,0.49406295836047215,0.49406295836047215,0.49070277791455286,0.4940787860340908,0.49070277791455286,-0.6879944992130843,0.5629166666666666,6.25,0.5629166666666666,6.25,0.5984027777777777,9.773839733269849,0.5629166666666666,6.251736111111111,0.1,0.0,1.3910505822452977
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,180.94714484698588,0.4426546275477338,0.4426546275477338,0.4391492253988143,0.44266662076758106,0.4391492253988143,-0.8009567512210556,0.6828472222222223,22.70920138888889,0.6828472222222223,22.70920138888889,0.6834722222222223,22.18800084403079,0.6828472222222223,22.71137152777778,0.229930581914122,-0.2,0.8211090980837431
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,298.4991090103658,0.376248450056682,0.376248450056682,0.37285032687259334,0.37626008232665337,0.37285032687259334,-0.9145105175743009,0.7475,36.938802083333336,0.7475,36.938802083333336,0.7557638888888889,38.39122881086939,0.7475,36.94227430555556,0.5286807249936678,-0.2,0.36850543151941834
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,492.41848029892515,0.32026630743043977,0.32026630743043977,0.3205987516980919,0.3214574400328401,0.32026630743043977,-0.37191942291932895,0.7722916666666666,45.57725694444444,0.7722916666666666,45.57725694444444,0.7591666666666667,39.27796609158237,0.7711111111111111,45.58246527777777,0.6510174977556199,-0.2,1.1029740830518255
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,812.3171976753961,0.28381604233527574,0.28381604233527574,0.28077219790205926,0.28266500250902793,0.28077219790205926,-0.6741424617935027,0.7722916666666666,45.57725694444444,0.7722916666666666,45.57725694444444,0.785625,53.93558573329946,0.7835416666666666,53.78081597222223,0.6510174977556199,-0.2,0.7382472861192334
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,1340.0375007019181,0.2543987153685351,0.2543773384792179,0.25462431071335523,0.25478627577933466,0.2543773384792179,-0.16076011430954265,0.7893749999999999,58.658420138888886,0.7893749999999999,58.62977430555556,0.785625,53.93558573329946,0.7920138888888889,62.71397569444444,0.8016630119985266,-0.2,-0.4121255533389877
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,2210.590282252042,0.23716018411341724,0.23714722565903365,0.23877372561022595,0.23691223913226087,0.23714722565903365,0.09908887869961606,0.7893749999999999,58.658420138888886,0.7893749999999999,58.62977430555556,0.785625,53.93558573329946,0.7939583333333333,68.2421875,0.8016630119985266,-0.2,-0.051039724449979104
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,3646.6960017368815,0.22671036058693966,0.22670250530278116,0.22916526102192522,0.22491565312987621,0.22670250530278116,0.7881925127022515,0.7893749999999999,58.658420138888886,0.7893749999999999,58.62977430555556,0.785625,53.93558573329946,0.7939583333333333,68.82769097222223,0.8016630119985266,-0.2,-0.09074675218613096
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,6015.765036086199,0.2203757831152015,0.2203710213212881,0.2233407068402375,0.21775161028593526,0.2203710213212881,1.1886367906485757,0.7893749999999999,58.658420138888886,0.7893749999999999,58.62977430555556,0.785625,53.93558573329946,0.7952083333333333,77.96397569444444,0.8016630119985266,-0.2,-0.2655332585998358
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,9923.895206005807,0.21318839765926936,0.21318174984398586,0.21076589061017553,0.21204987204113113,0.21076589061017553,-0.6091979244072262,0.7953472222222222,84.70659722222223,0.7953472222222222,84.640625,0.7977083333333334,84.09731036760724,0.7965277777777777,85.12369791666667,0.6510174977556199,-0.5,-0.23318346051045571
demo,ideal,nv_charge_readout_master_v1_4,2,sparse,2.7433398304322245,4.083053654584545,800.0,128,6.25,16370.934614138043,0.20982698433462693,0.20982295449614935,0.20824218404992684,0.20743716602471513,0.20824218404992684,0.38657778628498546,0.7953472222222222,84.70659722222223,0.7953472222222222,84.640625,0.7983333333333333,107.64736513548063,0.7982638888888889,93.33159722222223,0.6510174977556199,-0.5,0.022647130146313227
