experiment,detector,physics_layer,point_index,point,target_fidelity,t_threshold_us,t_exact_mmpp_us,t_grid_sprt_us,t_exhaustion_us,t_learned_us,speedup_exact_mmpp,speedup_exact_mmpp_ci_low,speedup_exact_mmpp_ci_high,speedup_grid_sprt,speedup_grid_sprt_ci_low,speedup_grid_sprt_ci_high,speedup_exhaustion,speedup_exhaustion_ci_low,speedup_exhaustion_ci_high,speedup_learned,speedup_learned_ci_low,speedup_learned_ci_high
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.69,2.27157576038288,2.005488383670197,2.1889038880908913,2.1889038880908913,2.2036828505296016,1.1326795901084816,1.123120796723467,1.1427183735611997,1.0377686168596891,1.0235357664976958,1.052231341690772,1.0377686168596891,1.0235357664976958,1.052231341690772,1.0308088388657932,1.0150092619964248,1.0482397931920309
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.7,2.4364884443019648,2.1357940720658815,2.3205531816114466,2.3205531816114466,2.3306605678102947,1.1407880919648923,1.1288196207991745,1.1542011615259964,1.0499601834636731,1.0341188290919936,1.0662992898282477,1.0499601834636731,1.0341188290919936,1.0662992898282477,1.0454068163993084,1.026572206079747,1.0658892622351432
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.71,2.611125920790521,2.2745663128318165,2.4601203817055866,2.4601203817055866,2.4649548282505176,1.1479664963206504,1.1361847514451564,1.1602826007887252,1.0613813617446815,1.0452566182125156,1.0779974921039166,1.0613813617446815,1.0452566182125156,1.0779974921039166,1.0592997043453924,1.0386291359530444,1.0816634133304162
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.72,2.799985384300533,2.4223552163271185,2.6080817024328904,2.6080817024328904,2.606987216085298,1.1558938034472064,1.1441537140602498,1.1654327626260128,1.0735803950039715,1.0543678574755428,1.0923046008731154,1.0735803950039715,1.0543678574755428,1.0923046008731154,1.0740311141629015,1.0508911893212187,1.097103690869356
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.73,3.0061576631153595,2.5771042321637925,2.7649419992404582,2.7649419992404582,2.7572036075224347,1.1664866424868368,1.159226445705547,1.1766856562400043,1.0872407681394995,1.069504988065677,1.103736052782505,1.0872407681394995,1.069504988065677,1.103736052782505,1.0902922275720617,1.0657341303317514,1.112816706583903
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.74,3.1886075112047703,2.6999149235293336,2.931236491568667,2.931236491568667,2.9160755704626338,1.1810029580623291,1.1737287214599101,1.1876441976540992,1.087802884679008,1.074097246400178,1.1022686818703014,1.087802884679008,1.074097246400178,1.1022686818703014,1.0934584629776585,1.0722429442057668,1.1145283345589347
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.75,3.3747425432270783,2.833375325602295,3.107532589061213,3.107532589061213,3.084101844872472,1.1910679509110584,1.1838034980592629,1.1994569688586405,1.0859878204033862,1.072229443908108,1.1018555138613224,1.0859878204033862,1.072229443908108,1.1018555138613224,1.094238359487971,1.0725277935922892,1.120255952764981
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.76,3.5965251889313268,3.5618616261995384,3.294431827610614,3.294431827610614,3.2618099084574688,1.009731866751032,1.0079571987348976,1.2108038334949032,1.0916981674317465,1.0797499342952197,1.103263173141205,1.0916981674317465,1.0797499342952197,1.103263173141205,1.1026164276483381,1.079009921877432,1.129884235575953
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.77,3.835639811292285,3.568363083974044,3.4925719218451023,3.4925719218451023,3.449757632550316,1.0749017745751865,1.0374272241231854,1.1155489097245415,1.0982278667767398,1.0898383080348835,1.107930396733916,1.0982278667767398,1.0898383080348835,1.107930396733916,1.1118577650502062,1.0873682368011162,1.1370315887641262
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.78,4.0946814452305285,3.574876408844363,3.6858518283643043,3.6858518283643043,3.648535033412521,1.145405036968593,1.1064565516990763,1.1856890526091164,1.1109186250299306,1.1006202294833936,1.1238511721967948,1.1109186250299306,1.1006202294833936,1.1238511721967948,1.122280972426547,1.100399410824236,1.1465589547054662
